Full Formula (Si108 O228)
Reduced Formula: Si9O19
abc   :  31.167000  31.167000   7.601000
angles:  90.000000  90.000000 120.000000
Sites (336)
  #  SP          a        b       c
---  ----  -------  -------  ------
  0  Si     0.945    0.374   0.5481
  1  Si     0.429    0.055   0.5481
  2  Si     0.626    0.571   0.5481
  3  Si     0.055    0.626   0.0481
  4  Si     0.571    0.945   0.0481
  5  Si     0.374    0.429   0.0481
  6  Si     0.571    0.626   0.0481
  7  Si     0.374    0.945   0.0481
  8  Si     0.055    0.429   0.0481
  9  Si     0.429    0.374   0.5481
 10  Si     0.626    0.055   0.5481
 11  Si     0.945    0.571   0.5481
 12  Si     0.055    0.626   0.4519
 13  Si     0.571    0.945   0.4519
 14  Si     0.374    0.429   0.4519
 15  Si     0.945    0.374   0.9519
 16  Si     0.429    0.055   0.9519
 17  Si     0.626    0.571   0.9519
 18  Si     0.429    0.374   0.9519
 19  Si     0.626    0.055   0.9519
 20  Si     0.945    0.571   0.9519
 21  Si     0.571    0.626   0.4519
 22  Si     0.374    0.945   0.4519
 23  Si     0.055    0.429   0.4519
 24  Si     0.848    0.3747  0.5475
 25  Si     0.5267   0.152   0.5475
 26  Si     0.6253   0.4733  0.5475
 27  Si     0.152    0.6253  0.0475
 28  Si     0.4733   0.848   0.0475
 29  Si     0.3747   0.5267  0.0475
 30  Si     0.4733   0.6253  0.0475
 31  Si     0.3747   0.848   0.0475
 32  Si     0.152    0.5267  0.0475
 33  Si     0.5267   0.3747  0.5475
 34  Si     0.6253   0.152   0.5475
 35  Si     0.848    0.4733  0.5475
 36  Si     0.152    0.6253  0.4525
 37  Si     0.4733   0.848   0.4525
 38  Si     0.3747   0.5267  0.4525
 39  Si     0.848    0.3747  0.9525
 40  Si     0.5267   0.152   0.9525
 41  Si     0.6253   0.4733  0.9525
 42  Si     0.5267   0.3747  0.9525
 43  Si     0.6253   0.152   0.9525
 44  Si     0.848    0.4733  0.9525
 45  Si     0.4733   0.6253  0.4525
 46  Si     0.3747   0.848   0.4525
 47  Si     0.152    0.5267  0.4525
 48  Si     0.9453   0.1523  0.5477
 49  Si     0.207    0.0547  0.5477
 50  Si     0.8477   0.793   0.5477
 51  Si     0.0547   0.8477  0.0477
 52  Si     0.793    0.9453  0.0477
 53  Si     0.1523   0.207   0.0477
 54  Si     0.793    0.8477  0.0477
 55  Si     0.1523   0.9453  0.0477
 56  Si     0.0547   0.207   0.0477
 57  Si     0.207    0.1523  0.5477
 58  Si     0.8477   0.0547  0.5477
 59  Si     0.9453   0.793   0.5477
 60  Si     0.0547   0.8477  0.4523
 61  Si     0.793    0.9453  0.4523
 62  Si     0.1523   0.207   0.4523
 63  Si     0.9453   0.1523  0.9523
 64  Si     0.207    0.0547  0.9523
 65  Si     0.8477   0.793   0.9523
 66  Si     0.207    0.1523  0.9523
 67  Si     0.8477   0.0547  0.9523
 68  Si     0.9453   0.793   0.9523
 69  Si     0.793    0.8477  0.4523
 70  Si     0.1523   0.9453  0.4523
 71  Si     0.0547   0.207   0.4523
 72  Si     0.8072   0.2945  0.25
 73  Si     0.4873   0.1928  0.25
 74  Si     0.7055   0.5127  0.25
 75  Si     0.1928   0.7055  0.75
 76  Si     0.5127   0.8072  0.75
 77  Si     0.2945   0.4873  0.75
 78  Si     0.5127   0.7055  0.75
 79  Si     0.2945   0.8072  0.75
 80  Si     0.1928   0.4873  0.75
 81  Si     0.4873   0.2945  0.25
 82  Si     0.7055   0.1928  0.25
 83  Si     0.8072   0.5127  0.25
 84  Si     0.9047   0.2941  0.25
 85  Si     0.3894   0.0953  0.25
 86  Si     0.7059   0.6106  0.25
 87  Si     0.0953   0.7059  0.75
 88  Si     0.6106   0.9047  0.75
 89  Si     0.2941   0.3894  0.75
 90  Si     0.6106   0.7059  0.75
 91  Si     0.2941   0.9047  0.75
 92  Si     0.0953   0.3894  0.75
 93  Si     0.3894   0.2941  0.25
 94  Si     0.7059   0.0953  0.25
 95  Si     0.9047   0.6106  0.25
 96  Si     0.906    0.1925  0.25
 97  Si     0.2865   0.094   0.25
 98  Si     0.8075   0.7135  0.25
 99  Si     0.094    0.8075  0.75
100  Si     0.7135   0.906   0.75
101  Si     0.1925   0.2865  0.75
102  Si     0.7135   0.8075  0.75
103  Si     0.1925   0.906   0.75
104  Si     0.094    0.2865  0.75
105  Si     0.2865   0.1925  0.25
106  Si     0.8075   0.094   0.25
107  Si     0.906    0.7135  0.25
108  O      0        0.4177  0.5
109  O      0.4177  -0       0.5
110  O      0.5823   0.5823  0.5
111  O     -0        0.5823  0
112  O      0.5823   0       0
113  O      0.4177   0.4177  0
114  O      0.5823   0.5823  0
115  O      0.4177  -0       0
116  O      0        0.4177  0
117  O      0.4177   0.4177  0.5
118  O      0.5823   0       0.5
119  O     -0        0.5823  0.5
120  O      0.9059   0.3929  0.5215
121  O      0.487    0.0941  0.5215
122  O      0.6071   0.513   0.5215
123  O      0.0941   0.6071  0.0215
124  O      0.513    0.9059  0.0215
125  O      0.3929   0.487   0.0215
126  O      0.513    0.6071  0.0215
127  O      0.3929   0.9059  0.0215
128  O      0.0941   0.487   0.0215
129  O      0.487    0.3929  0.5215
130  O      0.6071   0.0941  0.5215
131  O      0.9059   0.513   0.5215
132  O      0.0941   0.6071  0.4785
133  O      0.513    0.9059  0.4785
134  O      0.3929   0.487   0.4785
135  O      0.9059   0.3929  0.9785
136  O      0.487    0.0941  0.9785
137  O      0.6071   0.513   0.9785
138  O      0.487    0.3929  0.9785
139  O      0.6071   0.0941  0.9785
140  O      0.9059   0.513   0.9785
141  O      0.513    0.6071  0.4785
142  O      0.3929   0.9059  0.4785
143  O      0.0941   0.487   0.4785
144  O      0.93     0.3269  0.4229
145  O      0.3969   0.07    0.4229
146  O      0.6731   0.6031  0.4229
147  O      0.07     0.6731  0.9229
148  O      0.6031   0.93    0.9229
149  O      0.3269   0.3969  0.9229
150  O      0.6031   0.6731  0.9229
151  O      0.3269   0.93    0.9229
152  O      0.07     0.3969  0.9229
153  O      0.3969   0.3269  0.4229
154  O      0.6731   0.07    0.4229
155  O      0.93     0.6031  0.4229
156  O      0.07     0.6731  0.5771
157  O      0.6031   0.93    0.5771
158  O      0.3269   0.3969  0.5771
159  O      0.93     0.3269  0.0771
160  O      0.3969   0.07    0.0771
161  O      0.6731   0.6031  0.0771
162  O      0.3969   0.3269  0.0771
163  O      0.6731   0.07    0.0771
164  O      0.93     0.6031  0.0771
165  O      0.6031   0.6731  0.5771
166  O      0.3269   0.93    0.5771
167  O      0.07     0.3969  0.5771
168  O      0.9438   0.3578  0.75
169  O      0.414    0.0562  0.75
170  O      0.6422   0.586   0.75
171  O      0.0562   0.6422  0.25
172  O      0.586    0.9438  0.25
173  O      0.3578   0.414   0.25
174  O      0.586    0.6422  0.25
175  O      0.3578   0.9438  0.25
176  O      0.0562   0.414   0.25
177  O      0.414    0.3578  0.75
178  O      0.6422   0.0562  0.75
179  O      0.9438   0.586   0.75
180  O      0.8155   0.3276  0.423
181  O      0.5121   0.1845  0.423
182  O      0.6724   0.4879  0.423
183  O      0.1845   0.6724  0.923
184  O      0.4879   0.8155  0.923
185  O      0.3276   0.5121  0.923
186  O      0.4879   0.6724  0.923
187  O      0.3276   0.8155  0.923
188  O      0.1845   0.5121  0.923
189  O      0.5121   0.3276  0.423
190  O      0.6724   0.1845  0.423
191  O      0.8155   0.4879  0.423
192  O      0.1845   0.6724  0.577
193  O      0.4879   0.8155  0.577
194  O      0.3276   0.5121  0.577
195  O      0.8155   0.3276  0.077
196  O      0.5121   0.1845  0.077
197  O      0.6724   0.4879  0.077
198  O      0.5121   0.3276  0.077
199  O      0.6724   0.1845  0.077
200  O      0.8155   0.4879  0.077
201  O      0.4879   0.6724  0.577
202  O      0.3276   0.8155  0.577
203  O      0.1845   0.5121  0.577
204  O      0.7514   0.2486  0.25
205  O      0.4972   0.2486  0.25
206  O      0.7514   0.5028  0.25
207  O      0.2486   0.7514  0.75
208  O      0.5028   0.7514  0.75
209  O      0.2486   0.4972  0.75
210  O      0.8462   0.275   0.25
211  O      0.4288   0.1538  0.25
212  O      0.725    0.5712  0.25
213  O      0.1538   0.725   0.75
214  O      0.5712   0.8462  0.75
215  O      0.275    0.4288  0.75
216  O      0.5712   0.725   0.75
217  O      0.275    0.8462  0.75
218  O      0.1538   0.4288  0.75
219  O      0.4288   0.275   0.25
220  O      0.725    0.1538  0.25
221  O      0.8462   0.5712  0.25
222  O      0.8329   0.3595  0.75
223  O      0.5266   0.1671  0.75
224  O      0.6405   0.4734  0.75
225  O      0.1671   0.6405  0.25
226  O      0.4734   0.8329  0.25
227  O      0.3595   0.5266  0.25
228  O      0.4734   0.6405  0.25
229  O      0.3595   0.8329  0.25
230  O      0.1671   0.5266  0.25
231  O      0.5266   0.3595  0.75
232  O      0.6405   0.1671  0.75
233  O      0.8329   0.4734  0.75
234  O      0.8379   0.4189  0.4955
235  O      0.581    0.1621  0.4955
236  O      0.5811   0.419   0.4955
237  O      0.1621   0.5811  0.9955
238  O      0.419    0.8379  0.9955
239  O      0.4189   0.581   0.9955
240  O      0.419    0.5811  0.9955
241  O      0.4189   0.8379  0.9955
242  O      0.1621   0.581   0.9955
243  O      0.581    0.4189  0.4955
244  O      0.5811   0.1621  0.4955
245  O      0.8379   0.419   0.4955
246  O      0.1621   0.5811  0.5045
247  O      0.419    0.8379  0.5045
248  O      0.4189   0.581   0.5045
249  O      0.8379   0.4189  0.0045
250  O      0.581    0.1621  0.0045
